,mispricing_mgmt,capx_gr1,emp_gr1,noa_gr1a,inv_gr1,at_gr1,sale_gr1,ret_60_12,oaccruals_at,taccruals_at,netis_at,cash_at,at_me,z_score,o_score,f_score,qmj,niq_be,op_at,ocf_at,cop_at,ope_be,gp_at,ebitda_mev,fcf_me,ocf_me,ni_me,be_me,sale_me,age,eqnpo_12m,div12m_me,chcsho_12m,ret_1_0,rmax5_rvol_21d,ami_126d,turnover_126d,me,dolvol,beta_60m,bidaskhl_21d,rmax5_21d,rmax1_21d,rvol_21d,ivol_capm_21d,ivol_ff3_21d,niq_su,seas_1_1an,resff3_12_1,ret_6_1,ret_12_1
netis_at,0.4444444444444444,0.4027777777777778,0.4305555555555556,0.4305555555555556,0.4305555555555556,0.4305555555555556,0.4305555555555556,0.5555555555555556,0.6111111111111112,0.6111111111111112,1.0,0.7083333333333334,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5416666666666666,0.5972222222222222,0.5972222222222222,0.5972222222222222,0.013888888888888888,0.06944444444444445,0.18055555555555555,0.18055555555555555,0.18055555555555555,0.18055555555555555,0.18055555555555555,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0,0.013888888888888888,0.0,0.0
cash_at,0.1527777777777778,0.125,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.5694444444444444,0.6111111111111112,0.6111111111111112,0.7083333333333334,1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.75,0.8194444444444444,0.8194444444444444,0.8194444444444444,0.06944444444444445,0.2777777777777778,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
at_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
z_score,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
o_score,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
f_score,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
qmj,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
niq_be,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
op_at,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ocf_at,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
cop_at,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ope_be,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
gp_at,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ebitda_mev,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
fcf_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ocf_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ni_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
be_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
sale_me,0.16666666666666666,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5833333333333334,0.625,0.625,0.7222222222222222,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.05555555555555555,0.2638888888888889,0.375,0.375,0.375,0.375,0.375,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
age,0.16666666666666666,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.4861111111111111,0.4583333333333333,0.4583333333333333,0.5416666666666666,0.75,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,0.7638888888888888,1.0,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.25,0.5,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.0,0.0,0.013888888888888888,0.027777777777777776,0.027777777777777776
eqnpo_12m,0.18055555555555555,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5138888888888888,0.4722222222222222,0.4722222222222222,0.5972222222222222,0.8194444444444444,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9027777777777778,1.0,1.0,1.0,0.2222222222222222,0.4305555555555556,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
div12m_me,0.18055555555555555,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5138888888888888,0.4722222222222222,0.4722222222222222,0.5972222222222222,0.8194444444444444,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9027777777777778,1.0,1.0,1.0,0.2222222222222222,0.4305555555555556,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
chcsho_12m,0.18055555555555555,0.125,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.5138888888888888,0.4722222222222222,0.4722222222222222,0.5972222222222222,0.8194444444444444,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9027777777777778,1.0,1.0,1.0,0.2222222222222222,0.4305555555555556,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.5694444444444444,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888
ret_1_0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.013888888888888888,0.06944444444444445,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.25,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,0.6805555555555556,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,0.0,0.0,0.0,0.0
rmax5_rvol_21d,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.09722222222222222,0.09722222222222222,0.06944444444444445,0.2777777777777778,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.5,0.4305555555555556,0.4305555555555556,0.4305555555555556,0.6805555555555556,1.0,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.0,0.013888888888888888,0.06944444444444445,0.06944444444444445,0.06944444444444445
ami_126d,0.041666666666666664,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.18055555555555555,0.3888888888888889,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.6111111111111112,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.8611111111111112,1.0,1.0,1.0,1.0,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0,0.013888888888888888,0.06944444444444445,0.06944444444444445,0.06944444444444445
